"ID","NOME","TIPO"
"98491","TG(i-16:0/i-20:0/22:0)","Compound"
"98492","TG(i-16:0/i-20:0/i-22:0)","Compound"
"98493","TG(i-16:0/20:0/22:0)","Compound"
"98494","TG(16:0/20:0/i-22:0)","Compound"
"98495","TG(i-16:0/20:0/i-24:0)","Compound"
"98496","TG(16:0/i-20:0/i-24:0)","Compound"
"98497","TG(i-16:0/i-20:0/i-24:0)","Compound"
"98498","TG(16:0/20:0/i-24:0)","Compound"
"98499","TG(i-16:0/i-20:0/a-25:0)[rac]","Compound"
"98500","TG(16:0/i-20:0/a-25:0)[rac]","Compound"
"98501","TG(i-16:0/20:0/a-25:0)[rac]","Compound"
"98502","TG(16:0/20:0/a-25:0)[rac]","Compound"
"98503","TG(16:0/a-21:0/8:0)[rac]","Compound"
"98504","TG(i-16:0/a-21:0/8:0)[rac]","Compound"
"98505","TG(16:0/i-21:0/8:0)","Compound"
"98506","TG(i-16:0/i-21:0/8:0)","Compound"
"98507","TG(i-16:0/21:0/8:0)","Compound"
"98508","TG(16:0/21:0/8:0)","Compound"
"98509","TG(16:0/a-21:0/10:0)[rac]","Compound"
"98510","TG(i-16:0/a-21:0/10:0)[rac]","Compound"
"98511","TG(16:0/i-21:0/10:0)","Compound"
"98512","TG(i-16:0/i-21:0/10:0)","Compound"
"98513","TG(i-16:0/21:0/10:0)","Compound"
"98514","TG(16:0/21:0/10:0)","Compound"
"98515","TG(i-16:0/a-21:0/i-12:0)[rac]","Compound"
"98516","TG(16:0/a-21:0/12:0)[rac]","Compound"
"98517","TG(i-16:0/a-21:0/12:0)[rac]","Compound"
"98518","TG(16:0/a-21:0/i-12:0)[rac]","Compound"
"98519","TG(16:0/i-21:0/12:0)","Compound"
"98520","TG(i-16:0/21:0/i-12:0)","Compound"
"98521","TG(16:0/i-21:0/i-12:0)","Compound"
"98522","TG(i-16:0/i-21:0/12:0)","Compound"
"98523","TG(i-16:0/i-21:0/i-12:0)","Compound"
"98524","TG(i-16:0/21:0/12:0)","Compound"
"98525","TG(16:0/21:0/12:0)","Compound"
"98526","TG(16:0/21:0/i-12:0)","Compound"
"98527","TG(16:0/a-21:0/a-13:0)[rac]","Compound"
"98528","TG(i-16:0/a-21:0/a-13:0)[rac]","Compound"
"98529","TG(i-16:0/a-21:0/i-13:0)[rac]","Compound"
"98530","TG(16:0/a-21:0/13:0)[rac]","Compound"
"98531","TG(i-16:0/a-21:0/13:0)[rac]","Compound"
"98532","TG(16:0/a-21:0/i-13:0)[rac]","Compound"
"98533","TG(16:0/i-21:0/13:0)","Compound"
"98534","TG(i-16:0/21:0/i-13:0)","Compound"
"98535","TG(i-16:0/i-21:0/a-13:0)[rac]","Compound"
"98536","TG(16:0/i-21:0/a-13:0)[rac]","Compound"
"98537","TG(16:0/i-21:0/i-13:0)","Compound"
"98538","TG(i-16:0/i-21:0/13:0)","Compound"
"98539","TG(i-16:0/21:0/a-13:0)[rac]","Compound"
"98540","TG(i-16:0/i-21:0/i-13:0)","Compound"
"98541","TG(i-16:0/21:0/13:0)","Compound"
"98542","TG(16:0/21:0/13:0)","Compound"
"98543","TG(16:0/21:0/i-13:0)","Compound"
"98544","TG(16:0/21:0/a-13:0)[rac]","Compound"
"98545","TG(i-16:0/a-21:0/i-14:0)[rac]","Compound"
"98546","TG(16:0/a-21:0/14:0)[rac]","Compound"
"98547","TG(i-16:0/a-21:0/14:0)[rac]","Compound"
"98548","TG(16:0/a-21:0/i-14:0)[rac]","Compound"
"98549","TG(16:0/i-21:0/14:0)","Compound"
"98550","TG(i-16:0/21:0/i-14:0)","Compound"
"98551","TG(16:0/i-21:0/i-14:0)","Compound"
"98552","TG(i-16:0/i-21:0/14:0)","Compound"
"98553","TG(i-16:0/i-21:0/i-14:0)","Compound"
"98554","TG(i-16:0/21:0/14:0)","Compound"
"98555","TG(16:0/21:0/14:0)","Compound"
"98556","TG(16:0/21:0/i-14:0)","Compound"
"98557","TG(16:0/a-21:0/a-15:0)[rac]","Compound"
"98558","TG(i-16:0/a-21:0/a-15:0)[rac]","Compound"
"98559","TG(i-16:0/a-21:0/i-15:0)[rac]","Compound"
"98560","TG(16:0/a-21:0/15:0)[rac]","Compound"
"98561","TG(i-16:0/a-21:0/15:0)[rac]","Compound"
"98562","TG(16:0/a-21:0/i-15:0)[rac]","Compound"
"98563","TG(16:0/i-21:0/15:0)","Compound"
"98564","TG(i-16:0/21:0/i-15:0)","Compound"
"98565","TG(i-16:0/i-21:0/a-15:0)[rac]","Compound"
"98566","TG(16:0/i-21:0/a-15:0)[rac]","Compound"
"98567","TG(16:0/i-21:0/i-15:0)","Compound"
"98568","TG(i-16:0/i-21:0/15:0)","Compound"
"98569","TG(i-16:0/21:0/a-15:0)[rac]","Compound"
"98570","TG(i-16:0/i-21:0/i-15:0)","Compound"
"98571","TG(i-16:0/21:0/15:0)","Compound"
"98572","TG(16:0/21:0/15:0)","Compound"
"98573","TG(16:0/21:0/i-15:0)","Compound"
"98574","TG(16:0/21:0/a-15:0)[rac]","Compound"
"98575","TG(i-16:0/a-21:0/16:0)[rac]","Compound"
"98576","TG(16:0/a-21:0/i-16:0)[rac]","Compound"
"98577","TG(16:0/i-21:0/i-16:0)","Compound"
"98578","TG(i-16:0/i-21:0/16:0)","Compound"
"98579","TG(i-16:0/21:0/16:0)","Compound"
"98580","TG(16:0/21:0/i-16:0)","Compound"
"98581","TG(16:0/a-21:0/a-17:0)[rac]","Compound"
"98582","TG(i-16:0/a-21:0/a-17:0)[rac]","Compound"
"98583","TG(i-16:0/a-21:0/i-17:0)[rac]","Compound"
"98584","TG(16:0/a-21:0/17:0)[rac]","Compound"
"98585","TG(i-16:0/a-21:0/17:0)[rac]","Compound"
"98586","TG(16:0/a-21:0/i-17:0)[rac]","Compound"
"98587","TG(16:0/i-21:0/17:0)","Compound"
"98588","TG(i-16:0/21:0/i-17:0)","Compound"
"98589","TG(i-16:0/i-21:0/a-17:0)[rac]","Compound"
"98590","TG(16:0/i-21:0/a-17:0)[rac]","Compound"
"98591","TG(16:0/i-21:0/i-17:0)","Compound"
"98592","TG(i-16:0/i-21:0/17:0)","Compound"
"98593","TG(i-16:0/21:0/a-17:0)[rac]","Compound"
"98594","TG(i-16:0/i-21:0/i-17:0)","Compound"
"98595","TG(i-16:0/21:0/17:0)","Compound"
"98596","TG(16:0/21:0/17:0)","Compound"
"98597","TG(16:0/21:0/i-17:0)","Compound"
"98598","TG(16:0/21:0/a-17:0)[rac]","Compound"
"98599","TG(i-16:0/a-21:0/i-18:0)[rac]","Compound"
"98600","TG(16:0/a-21:0/18:0)[rac]","Compound"
"98601","TG(i-16:0/a-21:0/18:0)[rac]","Compound"
"98602","TG(16:0/a-21:0/i-18:0)[rac]","Compound"
"98603","TG(16:0/i-21:0/18:0)","Compound"
"98604","TG(i-16:0/21:0/i-18:0)","Compound"
"98605","TG(16:0/i-21:0/i-18:0)","Compound"
"98606","TG(i-16:0/i-21:0/18:0)","Compound"
"98607","TG(i-16:0/i-21:0/i-18:0)","Compound"
"98608","TG(i-16:0/21:0/18:0)","Compound"
"98609","TG(16:0/21:0/18:0)","Compound"
"98610","TG(16:0/21:0/i-18:0)","Compound"
"98611","TG(i-16:0/a-21:0/i-19:0)[rac]","Compound"
"98612","TG(16:0/a-21:0/19:0)[rac]","Compound"
"98613","TG(i-16:0/a-21:0/19:0)[rac]","Compound"
"98614","TG(16:0/a-21:0/i-19:0)[rac]","Compound"
"98615","TG(16:0/i-21:0/19:0)","Compound"
"98616","TG(i-16:0/21:0/i-19:0)","Compound"
"98617","TG(16:0/i-21:0/i-19:0)","Compound"
"98618","TG(i-16:0/i-21:0/19:0)","Compound"
"98619","TG(i-16:0/i-21:0/i-19:0)","Compound"
"98620","TG(i-16:0/21:0/19:0)","Compound"
"98621","TG(16:0/21:0/19:0)","Compound"
"98622","TG(16:0/21:0/i-19:0)","Compound"
"98623","TG(i-16:0/a-21:0/i-20:0)[rac]","Compound"
"98624","TG(16:0/a-21:0/20:0)[rac]","Compound"
"98625","TG(i-16:0/a-21:0/20:0)[rac]","Compound"
"98626","TG(16:0/a-21:0/i-20:0)[rac]","Compound"
"98627","TG(16:0/i-21:0/20:0)","Compound"
"98628","TG(i-16:0/21:0/i-20:0)","Compound"
"98629","TG(16:0/i-21:0/i-20:0)","Compound"
"98630","TG(i-16:0/i-21:0/20:0)","Compound"
"98631","TG(i-16:0/i-21:0/i-20:0)","Compound"
"98632","TG(i-16:0/21:0/20:0)","Compound"
"98633","TG(16:0/21:0/20:0)","Compound"
"98634","TG(16:0/21:0/i-20:0)","Compound"
"98635","TG(16:0/a-21:0/a-21:0)[rac]","Compound"
"98636","TG(i-16:0/a-21:0/a-21:0)[rac]","Compound"
"98637","TG(i-16:0/a-21:0/i-21:0)[rac]","Compound"
"98638","TG(16:0/a-21:0/21:0)[rac]","Compound"
"98639","TG(i-16:0/a-21:0/21:0)[rac]","Compound"
"98640","TG(16:0/a-21:0/i-21:0)[rac]","Compound"
"98641","TG(16:0/i-21:0/21:0)","Compound"
"98642","TG(i-16:0/21:0/i-21:0)","Compound"
"98643","TG(i-16:0/i-21:0/a-21:0)[rac]","Compound"
"98644","TG(16:0/i-21:0/a-21:0)[rac]","Compound"
"98645","TG(16:0/i-21:0/i-21:0)","Compound"
"98646","TG(i-16:0/i-21:0/21:0)","Compound"
"98647","TG(i-16:0/21:0/a-21:0)[rac]","Compound"
"98648","TG(i-16:0/i-21:0/i-21:0)","Compound"
"98649","TG(i-16:0/21:0/21:0)","Compound"
"98650","TG(16:0/21:0/21:0)","Compound"
"98651","TG(16:0/21:0/i-21:0)","Compound"
"98652","TG(16:0/21:0/a-21:0)[rac]","Compound"
"98653","TG(i-16:0/a-21:0/i-22:0)[rac]","Compound"
"98654","TG(16:0/a-21:0/22:0)[rac]","Compound"
"98655","TG(i-16:0/a-21:0/22:0)[rac]","Compound"
"98656","TG(16:0/a-21:0/i-22:0)[rac]","Compound"
"98657","TG(16:0/i-21:0/22:0)","Compound"
"98658","TG(i-16:0/21:0/i-22:0)","Compound"
"98659","TG(16:0/i-21:0/i-22:0)","Compound"
"98660","TG(i-16:0/i-21:0/22:0)","Compound"
"98661","TG(i-16:0/i-21:0/i-22:0)","Compound"
"98662","TG(i-16:0/21:0/22:0)","Compound"
"98663","TG(16:0/21:0/22:0)","Compound"
"98664","TG(16:0/21:0/i-22:0)","Compound"
"98665","TG(i-16:0/a-21:0/i-24:0)[rac]","Compound"
"98666","TG(16:0/a-21:0/i-24:0)[rac]","Compound"
"98667","TG(i-16:0/21:0/i-24:0)","Compound"
"98668","TG(16:0/i-21:0/i-24:0)","Compound"
"98669","TG(i-16:0/i-21:0/i-24:0)","Compound"
"98670","TG(16:0/21:0/i-24:0)","Compound"
"98671","TG(16:0/a-21:0/a-25:0)[rac]","Compound"
"98672","TG(i-16:0/a-21:0/a-25:0)[rac]","Compound"
"98673","TG(i-16:0/i-21:0/a-25:0)[rac]","Compound"
"98674","TG(16:0/i-21:0/a-25:0)[rac]","Compound"
"98675","TG(i-16:0/21:0/a-25:0)[rac]","Compound"
"98676","TG(16:0/21:0/a-25:0)[rac]","Compound"
"98677","TG(16:0/i-22:0/8:0)","Compound"
"98678","TG(i-16:0/i-22:0/8:0)","Compound"
"98679","TG(i-16:0/22:0/8:0)","Compound"
"98680","TG(16:0/22:0/8:0)","Compound"
"98681","TG(16:0/i-22:0/10:0)","Compound"
"98682","TG(i-16:0/i-22:0/10:0)","Compound"
"98683","TG(i-16:0/22:0/10:0)","Compound"
"98684","TG(16:0/22:0/10:0)","Compound"
"98685","TG(16:0/i-22:0/12:0)","Compound"
"98686","TG(i-16:0/22:0/i-12:0)","Compound"
"98687","TG(16:0/i-22:0/i-12:0)","Compound"
"98688","TG(i-16:0/i-22:0/12:0)","Compound"
"98689","TG(i-16:0/i-22:0/i-12:0)","Compound"
"98690","TG(i-16:0/22:0/12:0)","Compound"
"98691","TG(16:0/22:0/12:0)","Compound"
"98692","TG(16:0/22:0/i-12:0)","Compound"
"98693","TG(16:0/i-22:0/13:0)","Compound"
"98694","TG(i-16:0/22:0/i-13:0)","Compound"
"98695","TG(i-16:0/i-22:0/a-13:0)[rac]","Compound"
"98696","TG(16:0/i-22:0/a-13:0)[rac]","Compound"
"98697","TG(16:0/i-22:0/i-13:0)","Compound"
"98698","TG(i-16:0/i-22:0/13:0)","Compound"
"98699","TG(i-16:0/22:0/a-13:0)[rac]","Compound"
"98700","TG(i-16:0/i-22:0/i-13:0)","Compound"
"98701","TG(i-16:0/22:0/13:0)","Compound"
"98702","TG(16:0/22:0/13:0)","Compound"
"98703","TG(16:0/22:0/i-13:0)","Compound"
"98704","TG(16:0/22:0/a-13:0)[rac]","Compound"
"98705","TG(16:0/i-22:0/14:0)","Compound"
"98706","TG(i-16:0/22:0/i-14:0)","Compound"
"98707","TG(16:0/i-22:0/i-14:0)","Compound"
"98708","TG(i-16:0/i-22:0/14:0)","Compound"
"98709","TG(i-16:0/i-22:0/i-14:0)","Compound"
"98710","TG(i-16:0/22:0/14:0)","Compound"
"98711","TG(16:0/22:0/14:0)","Compound"
"98712","TG(16:0/22:0/i-14:0)","Compound"
"98713","TG(16:0/i-22:0/15:0)","Compound"
"98714","TG(i-16:0/22:0/i-15:0)","Compound"
"98715","TG(i-16:0/i-22:0/a-15:0)[rac]","Compound"
"98716","TG(16:0/i-22:0/a-15:0)[rac]","Compound"
"98717","TG(16:0/i-22:0/i-15:0)","Compound"
"98718","TG(i-16:0/i-22:0/15:0)","Compound"
"98719","TG(i-16:0/22:0/a-15:0)[rac]","Compound"
"98720","TG(i-16:0/i-22:0/i-15:0)","Compound"
"98721","TG(i-16:0/22:0/15:0)","Compound"
"98722","TG(16:0/22:0/15:0)","Compound"
"98723","TG(16:0/22:0/i-15:0)","Compound"
"98724","TG(16:0/22:0/a-15:0)[rac]","Compound"
"98725","TG(16:0/i-22:0/i-16:0)","Compound"
"98726","TG(i-16:0/i-22:0/16:0)","Compound"
"98727","TG(i-16:0/22:0/16:0)","Compound"
"98728","TG(16:0/22:0/i-16:0)","Compound"
"98729","TG(16:0/i-22:0/17:0)","Compound"
"98730","TG(i-16:0/22:0/i-17:0)","Compound"
"98731","TG(i-16:0/i-22:0/a-17:0)[rac]","Compound"
"98732","TG(16:0/i-22:0/a-17:0)[rac]","Compound"
"98733","TG(16:0/i-22:0/i-17:0)","Compound"
"98734","TG(i-16:0/i-22:0/17:0)","Compound"
"98735","TG(i-16:0/22:0/a-17:0)[rac]","Compound"
"98736","TG(i-16:0/i-22:0/i-17:0)","Compound"
"98737","TG(i-16:0/22:0/17:0)","Compound"
"98738","TG(16:0/22:0/17:0)","Compound"
"98739","TG(16:0/22:0/i-17:0)","Compound"
"98740","TG(16:0/22:0/a-17:0)[rac]","Compound"
"98741","TG(16:0/i-22:0/18:0)","Compound"
"98742","TG(i-16:0/22:0/i-18:0)","Compound"
"98743","TG(16:0/i-22:0/i-18:0)","Compound"
"98744","TG(i-16:0/i-22:0/18:0)","Compound"
"98745","TG(i-16:0/i-22:0/i-18:0)","Compound"
"98746","TG(i-16:0/22:0/18:0)","Compound"
"98747","TG(16:0/22:0/i-18:0)","Compound"
"98748","TG(16:0/i-22:0/19:0)","Compound"
"98749","TG(i-16:0/22:0/i-19:0)","Compound"
"98750","TG(16:0/i-22:0/i-19:0)","Compound"
"98751","TG(i-16:0/i-22:0/19:0)","Compound"
"98752","TG(i-16:0/i-22:0/i-19:0)","Compound"
"98753","TG(i-16:0/22:0/19:0)","Compound"
"98754","TG(16:0/22:0/19:0)","Compound"
"98755","TG(16:0/22:0/i-19:0)","Compound"
"98756","TG(16:0/i-22:0/20:0)","Compound"
"98757","TG(i-16:0/22:0/i-20:0)","Compound"
"98758","TG(16:0/i-22:0/i-20:0)","Compound"
"98759","TG(i-16:0/i-22:0/20:0)","Compound"
"98760","TG(i-16:0/i-22:0/i-20:0)","Compound"
"98761","TG(i-16:0/22:0/20:0)","Compound"
"98762","TG(16:0/22:0/i-20:0)","Compound"
"98763","TG(16:0/i-22:0/21:0)","Compound"
"98764","TG(i-16:0/22:0/i-21:0)","Compound"
"98765","TG(i-16:0/i-22:0/a-21:0)[rac]","Compound"
"98766","TG(16:0/i-22:0/a-21:0)[rac]","Compound"
"98767","TG(16:0/i-22:0/i-21:0)","Compound"
"98768","TG(i-16:0/i-22:0/21:0)","Compound"
"98769","TG(i-16:0/22:0/a-21:0)[rac]","Compound"
"98770","TG(i-16:0/i-22:0/i-21:0)","Compound"
"98771","TG(i-16:0/22:0/21:0)","Compound"
"98772","TG(16:0/22:0/21:0)","Compound"
"98773","TG(16:0/22:0/i-21:0)","Compound"
"98774","TG(16:0/22:0/a-21:0)[rac]","Compound"
"98775","TG(16:0/i-22:0/22:0)","Compound"
"98776","TG(i-16:0/22:0/i-22:0)","Compound"
"98777","TG(16:0/i-22:0/i-22:0)","Compound"
"98778","TG(i-16:0/i-22:0/22:0)","Compound"
"98779","TG(i-16:0/i-22:0/i-22:0)","Compound"
"98780","TG(i-16:0/22:0/22:0)","Compound"
"98781","TG(16:0/22:0/i-22:0)","Compound"
"98782","TG(i-16:0/22:0/i-24:0)","Compound"
"98783","TG(16:0/i-22:0/i-24:0)","Compound"
"98784","TG(i-16:0/i-22:0/i-24:0)","Compound"
"98785","TG(16:0/22:0/i-24:0)","Compound"
"98786","TG(i-16:0/i-22:0/a-25:0)[rac]","Compound"
"98787","TG(16:0/i-22:0/a-25:0)[rac]","Compound"
"98788","TG(i-16:0/22:0/a-25:0)[rac]","Compound"
"98789","TG(16:0/22:0/a-25:0)[rac]","Compound"
"98790","TG(16:0/i-24:0/8:0)","Compound"
"98791","TG(i-16:0/i-24:0/8:0)","Compound"
"98792","TG(16:0/i-24:0/10:0)","Compound"
"98793","TG(i-16:0/i-24:0/10:0)","Compound"
"98794","TG(16:0/i-24:0/12:0)","Compound"
"98795","TG(16:0/i-24:0/i-12:0)","Compound"
"98796","TG(i-16:0/i-24:0/12:0)","Compound"
"98797","TG(i-16:0/i-24:0/i-12:0)","Compound"
"98798","TG(16:0/i-24:0/13:0)","Compound"
"98799","TG(i-16:0/i-24:0/a-13:0)[rac]","Compound"
"98800","TG(16:0/i-24:0/a-13:0)[rac]","Compound"
"98801","TG(16:0/i-24:0/i-13:0)","Compound"
"98802","TG(i-16:0/i-24:0/13:0)","Compound"
"98803","TG(i-16:0/i-24:0/i-13:0)","Compound"
"98804","TG(16:0/i-24:0/14:0)","Compound"
"98805","TG(16:0/i-24:0/i-14:0)","Compound"
"98806","TG(i-16:0/i-24:0/14:0)","Compound"
"98807","TG(i-16:0/i-24:0/i-14:0)","Compound"
"98808","TG(16:0/i-24:0/15:0)","Compound"
"98809","TG(i-16:0/i-24:0/a-15:0)[rac]","Compound"
"98810","TG(16:0/i-24:0/a-15:0)[rac]","Compound"
"98811","TG(16:0/i-24:0/i-15:0)","Compound"
"98812","TG(i-16:0/i-24:0/15:0)","Compound"
"98813","TG(i-16:0/i-24:0/i-15:0)","Compound"
"98814","TG(16:0/i-24:0/i-16:0)","Compound"
"98815","TG(i-16:0/i-24:0/16:0)","Compound"
"98816","TG(16:0/i-24:0/17:0)","Compound"
"98817","TG(i-16:0/i-24:0/a-17:0)[rac]","Compound"
"98818","TG(16:0/i-24:0/a-17:0)[rac]","Compound"
"98819","TG(16:0/i-24:0/i-17:0)","Compound"
"98820","TG(i-16:0/i-24:0/17:0)","Compound"
"98821","TG(i-16:0/i-24:0/i-17:0)","Compound"
"98822","TG(16:0/i-24:0/18:0)","Compound"
"98823","TG(16:0/i-24:0/i-18:0)","Compound"
"98824","TG(i-16:0/i-24:0/18:0)","Compound"
"98825","TG(i-16:0/i-24:0/i-18:0)","Compound"
"98826","TG(16:0/i-24:0/19:0)","Compound"
"98827","TG(16:0/i-24:0/i-19:0)","Compound"
"98828","TG(i-16:0/i-24:0/19:0)","Compound"
"98829","TG(i-16:0/i-24:0/i-19:0)","Compound"
"98830","TG(16:0/i-24:0/20:0)","Compound"
"98831","TG(16:0/i-24:0/i-20:0)","Compound"
"98832","TG(i-16:0/i-24:0/20:0)","Compound"
"98833","TG(i-16:0/i-24:0/i-20:0)","Compound"
"98834","TG(16:0/i-24:0/21:0)","Compound"
"98835","TG(i-16:0/i-24:0/a-21:0)[rac]","Compound"
"98836","TG(16:0/i-24:0/a-21:0)[rac]","Compound"
"98837","TG(16:0/i-24:0/i-21:0)","Compound"
"98838","TG(i-16:0/i-24:0/21:0)","Compound"
"98839","TG(i-16:0/i-24:0/i-21:0)","Compound"
"98840","TG(16:0/i-24:0/22:0)","Compound"
"98841","TG(16:0/i-24:0/i-22:0)","Compound"
"98842","TG(i-16:0/i-24:0/22:0)","Compound"
"98843","TG(i-16:0/i-24:0/i-22:0)","Compound"
"98844","TG(16:0/i-24:0/i-24:0)","Compound"
"98845","TG(i-16:0/i-24:0/i-24:0)","Compound"
"98846","TG(i-16:0/i-24:0/a-25:0)[rac]","Compound"
"98847","TG(16:0/i-24:0/a-25:0)[rac]","Compound"
"98848","TG(16:0/a-25:0/8:0)[rac]","Compound"
"98849","TG(i-16:0/a-25:0/8:0)[rac]","Compound"
"98850","TG(16:0/a-25:0/10:0)[rac]","Compound"
"98851","TG(i-16:0/a-25:0/10:0)[rac]","Compound"
"98852","TG(i-16:0/a-25:0/i-12:0)[rac]","Compound"
"98853","TG(16:0/a-25:0/12:0)[rac]","Compound"
"98854","TG(i-16:0/a-25:0/12:0)[rac]","Compound"
"98855","TG(16:0/a-25:0/i-12:0)[rac]","Compound"
"98856","TG(16:0/a-25:0/a-13:0)[rac]","Compound"
"98857","TG(i-16:0/a-25:0/a-13:0)[rac]","Compound"
"98858","TG(i-16:0/a-25:0/i-13:0)[rac]","Compound"
"98859","TG(16:0/a-25:0/13:0)[rac]","Compound"
"98860","TG(i-16:0/a-25:0/13:0)[rac]","Compound"
"98861","TG(16:0/a-25:0/i-13:0)[rac]","Compound"
"98862","TG(i-16:0/a-25:0/i-14:0)[rac]","Compound"
"98863","TG(16:0/a-25:0/14:0)[rac]","Compound"
"98864","TG(i-16:0/a-25:0/14:0)[rac]","Compound"
"98865","TG(16:0/a-25:0/i-14:0)[rac]","Compound"
"98866","TG(16:0/a-25:0/a-15:0)[rac]","Compound"
"98867","TG(i-16:0/a-25:0/a-15:0)[rac]","Compound"
"98868","TG(i-16:0/a-25:0/i-15:0)[rac]","Compound"
"98869","TG(16:0/a-25:0/15:0)[rac]","Compound"
"98870","TG(i-16:0/a-25:0/15:0)[rac]","Compound"
"98871","TG(16:0/a-25:0/i-15:0)[rac]","Compound"
"98872","TG(i-16:0/a-25:0/16:0)[rac]","Compound"
"98873","TG(16:0/a-25:0/i-16:0)[rac]","Compound"
"98874","TG(16:0/a-25:0/a-17:0)[rac]","Compound"
"98875","TG(i-16:0/a-25:0/a-17:0)[rac]","Compound"
"98876","TG(i-16:0/a-25:0/i-17:0)[rac]","Compound"
"98877","TG(16:0/a-25:0/17:0)[rac]","Compound"
"98878","TG(i-16:0/a-25:0/17:0)[rac]","Compound"
"98879","TG(16:0/a-25:0/i-17:0)[rac]","Compound"
"98880","TG(i-16:0/a-25:0/i-18:0)[rac]","Compound"
"98881","TG(16:0/a-25:0/18:0)[rac]","Compound"
"98882","TG(i-16:0/a-25:0/18:0)[rac]","Compound"
"98883","TG(16:0/a-25:0/i-18:0)[rac]","Compound"
"98884","TG(i-16:0/a-25:0/i-19:0)[rac]","Compound"
"98885","TG(16:0/a-25:0/19:0)[rac]","Compound"
"98886","TG(i-16:0/a-25:0/19:0)[rac]","Compound"
"98887","TG(16:0/a-25:0/i-19:0)[rac]","Compound"
"98888","TG(i-16:0/a-25:0/i-20:0)[rac]","Compound"
"98889","TG(16:0/a-25:0/20:0)[rac]","Compound"
"98890","TG(i-16:0/a-25:0/20:0)[rac]","Compound"
"98891","TG(16:0/a-25:0/i-20:0)[rac]","Compound"
"98892","TG(16:0/a-25:0/a-21:0)[rac]","Compound"
"98893","TG(i-16:0/a-25:0/a-21:0)[rac]","Compound"
"98894","TG(i-16:0/a-25:0/i-21:0)[rac]","Compound"
"98895","TG(16:0/a-25:0/21:0)[rac]","Compound"
"98896","TG(i-16:0/a-25:0/21:0)[rac]","Compound"
"98897","TG(16:0/a-25:0/i-21:0)[rac]","Compound"
"98898","TG(i-16:0/a-25:0/i-22:0)[rac]","Compound"
"98899","TG(16:0/a-25:0/22:0)[rac]","Compound"
"98900","TG(i-16:0/a-25:0/22:0)[rac]","Compound"
"98901","TG(16:0/a-25:0/i-22:0)[rac]","Compound"
"98902","TG(i-16:0/a-25:0/i-24:0)[rac]","Compound"
"98903","TG(16:0/a-25:0/i-24:0)[rac]","Compound"
"98904","TG(16:0/a-25:0/a-25:0)[rac]","Compound"
"98905","TG(i-16:0/a-25:0/a-25:0)[rac]","Compound"
"98906","TG(a-17:0/8:0/8:0)[rac]","Compound"
"98907","TG(i-17:0/8:0/8:0)","Compound"
"98908","TG(17:0/8:0/8:0)","Compound"
"98909","TG(a-17:0/8:0/10:0)[rac]","Compound"
"98910","TG(i-17:0/8:0/10:0)","Compound"
"98911","TG(17:0/8:0/10:0)","Compound"
"98912","TG(a-17:0/8:0/12:0)[rac]","Compound"
"98913","TG(a-17:0/8:0/i-12:0)[rac]","Compound"
"98914","TG(i-17:0/8:0/i-12:0)","Compound"
"98915","TG(i-17:0/8:0/12:0)","Compound"
"98916","TG(17:0/8:0/12:0)","Compound"
"98917","TG(17:0/8:0/i-12:0)","Compound"
"98918","TG(a-17:0/8:0/a-13:0)[rac]","Compound"
"98919","TG(a-17:0/8:0/13:0)[rac]","Compound"
"98920","TG(a-17:0/8:0/i-13:0)[rac]","Compound"
"98921","TG(i-17:0/8:0/i-13:0)","Compound"
"98922","TG(i-17:0/8:0/a-13:0)[rac]","Compound"
"98923","TG(i-17:0/8:0/13:0)","Compound"
"98924","TG(17:0/8:0/13:0)","Compound"
"98925","TG(17:0/8:0/i-13:0)","Compound"
"98926","TG(17:0/8:0/a-13:0)[rac]","Compound"
"98927","TG(a-17:0/8:0/14:0)[rac]","Compound"
"98928","TG(a-17:0/8:0/i-14:0)[rac]","Compound"
"98929","TG(i-17:0/8:0/i-14:0)","Compound"
"98930","TG(i-17:0/8:0/14:0)","Compound"
"98931","TG(17:0/8:0/14:0)","Compound"
"98932","TG(17:0/8:0/i-14:0)","Compound"
"98933","TG(a-17:0/8:0/a-15:0)[rac]","Compound"
"98934","TG(a-17:0/8:0/15:0)[rac]","Compound"
"98935","TG(a-17:0/8:0/i-15:0)[rac]","Compound"
"98936","TG(i-17:0/8:0/i-15:0)","Compound"
"98937","TG(i-17:0/8:0/a-15:0)[rac]","Compound"
"98938","TG(i-17:0/8:0/15:0)","Compound"
"98939","TG(17:0/8:0/15:0)","Compound"
"98940","TG(17:0/8:0/i-15:0)","Compound"
"98941","TG(17:0/8:0/a-15:0)[rac]","Compound"
"98942","TG(a-17:0/8:0/16:0)[rac]","Compound"
"98943","TG(a-17:0/8:0/i-16:0)[rac]","Compound"
"98944","TG(i-17:0/8:0/i-16:0)","Compound"
"98945","TG(i-17:0/8:0/16:0)","Compound"
"98946","TG(17:0/8:0/16:0)","Compound"
"98947","TG(17:0/8:0/i-16:0)","Compound"
"98948","TG(a-17:0/a-17:0/8:0)[rac]","Compound"
"98949","TG(a-17:0/8:0/17:0)[rac]","Compound"
"98950","TG(a-17:0/8:0/i-17:0)[rac]","Compound"
"98951","TG(i-17:0/i-17:0/8:0)","Compound"
"98952","TG(i-17:0/8:0/a-17:0)[rac]","Compound"
"98953","TG(i-17:0/8:0/17:0)","Compound"
"98954","TG(17:0/17:0/8:0)","Compound"
