"ID","NOME","TIPO"
"35551","TG(i-20:0/14:0/18:0)","Compound"
"35552","TG(20:0/a-17:0/a-15:0)","Compound"
"35553","TG(20:0/20:0/8:0)","Compound"
"35554","TG(20:0/15:0/18:0)","Compound"
"35555","TG(i-20:0/i-15:0/a-25:0)","Compound"
"35556","TG(20:0/16:0/19:0)","Compound"
"35557","TG(i-20:0/i-17:0/12:0)","Compound"
"35558","TG(20:0/12:0/i-14:0)","Compound"
"35559","TG(i-19:0/a-21:0/17:0)","Compound"
"35560","TG(20:0/i-13:0/i-21:0)","Compound"
"35561","TG(20:0/i-17:0/i-22:0)","Compound"
"35562","TG(i-20:0/19:0/21:0)","Compound"
"35563","TG(20:0/a-15:0/i-20:0)","Compound"
"35564","TG(i-20:0/18:0/17:0)","Compound"
"35565","TG(20:0/20:0/a-15:0)","Compound"
"35566","TG(19:0/i-20:0/22:0)","Compound"
"35567","TG(20:0/10:0/19:0)","Compound"
"35568","TG(19:0/21:0/i-14:0)","Compound"
"35569","TG(20:0/14:0/21:0)","Compound"
"35570","TG(19:0/22:0/i-17:0)","Compound"
"35571","TG(20:0/i-13:0/12:0)","Compound"
"35572","TG(20:0/12:0/i-19:0)","Compound"
"35573","TG(20:0/15:0/a-15:0)","Compound"
"35574","TG(20:0/19:0/15:0)","Compound"
"35575","TG(19:0/21:0/a-15:0)","Compound"
"35576","TG(i-20:0/i-13:0/8:0)","Compound"
"35577","TG(19:0/i-20:0/i-20:0)","Compound"
"35578","TG(20:0/i-17:0/a-13:0)","Compound"
"35579","TG(20:0/18:0/17:0)","Compound"
"35580","TG(i-20:0/i-14:0/14:0)","Compound"
"35581","TG(i-20:0/18:0/i-16:0)","Compound"
"35582","TG(19:0/21:0/i-13:0)","Compound"
"35583","TG(20:0/i-13:0/18:0)","Compound"
"35584","TG(19:0/i-24:0/14:0)","Compound"
"35585","TG(20:0/a-15:0/i-16:0)","Compound"
"35586","TG(i-20:0/19:0/8:0)","Compound"
"35587","TG(20:0/i-14:0/12:0)","Compound"
"35588","TG(20:0/16:0/10:0)","Compound"
"35589","TG(i-20:0/12:0/14:0)","Compound"
"35590","TG(i-20:0/a-17:0/a-13:0)","Compound"
"35591","TG(i-20:0/18:0/10:0)","Compound"
"35592","TG(i-20:0/8:0/i-17:0)","Compound"
"35593","TG(i-19:0/i-22:0/14:0)","Compound"
"35594","TG(20:0/a-13:0/i-13:0)","Compound"
"35595","TG(19:0/a-21:0/i-17:0)","Compound"
"35596","TG(i-19:0/a-21:0/18:0)","Compound"
"35597","TG(20:0/13:0/i-12:0)","Compound"
"35598","TG(i-20:0/i-18:0/a-25:0)","Compound"
"35599","TG(i-20:0/13:0/i-13:0)","Compound"
"35600","TG(19:0/i-22:0/i-15:0)","Compound"
"35601","TG(20:0/12:0/i-13:0)","Compound"
"35602","TG(i-20:0/a-15:0/20:0)","Compound"
"35603","TG(19:0/21:0/15:0)","Compound"
"35604","TG(20:0/i-16:0/a-21:0)","Compound"
"35605","TG(19:0/21:0/a-13:0)","Compound"
"35606","TG(19:0/20:0/i-22:0)","Compound"
"35607","TG(20:0/13:0/a-25:0)","Compound"
"35608","TG(i-20:0/a-13:0/21:0)","Compound"
"35609","TG(i-20:0/a-17:0/a-25:0)","Compound"
"35610","TG(i-20:0/i-12:0/a-21:0)","Compound"
"35611","TG(i-19:0/a-21:0/a-25:0)","Compound"
"35612","TG(i-20:0/12:0/i-15:0)","Compound"
"35613","TG(i-20:0/i-17:0/17:0)","Compound"
"35614","TG(20:0/i-17:0/i-16:0)","Compound"
"35615","TG(i-20:0/i-14:0/17:0)","Compound"
"35616","TG(i-20:0/13:0/16:0)","Compound"
"35617","TG(i-20:0/10:0/8:0)","Compound"
"35618","TG(20:0/13:0/a-17:0)","Compound"
"35619","TG(i-20:0/i-15:0/19:0)","Compound"
"35620","TG(20:0/18:0/i-21:0)","Compound"
"35621","TG(20:0/a-13:0/i-14:0)","Compound"
"35622","TG(i-19:0/a-21:0/a-15:0)","Compound"
"35623","TG(i-19:0/i-21:0/22:0)","Compound"
"35624","TG(i-20:0/8:0/a-21:0)","Compound"
"35625","TG(i-19:0/i-21:0/a-25:0)","Compound"
"35626","TG(20:0/i-13:0/10:0)","Compound"
"35627","TG(20:0/i-12:0/19:0)","Compound"
"35628","TG(i-19:0/22:0/20:0)","Compound"
"35629","TG(i-20:0/18:0/i-17:0)","Compound"
"35630","TG(20:0/10:0/i-19:0)","Compound"
"35631","TG(20:0/a-15:0/i-15:0)","Compound"
"35632","TG(i-20:0/12:0/20:0)","Compound"
"35633","TG(19:0/i-24:0/a-17:0)","Compound"
"35634","TG(i-20:0/i-12:0/i-15:0)","Compound"
"35635","TG(20:0/15:0/16:0)","Compound"
"35636","TG(19:0/i-24:0/16:0)","Compound"
"35637","TG(19:0/a-21:0/i-22:0)","Compound"
"35638","TG(i-19:0/21:0/i-17:0)","Compound"
"35639","TG(20:0/18:0/15:0)","Compound"
"35640","TG(19:0/20:0/a-25:0)","Compound"
"35641","TG(20:0/13:0/8:0)","Compound"
"35642","TG(20:0/i-19:0/16:0)","Compound"
"35643","TG(20:0/i-18:0/22:0)","Compound"
"35644","TG(20:0/i-14:0/a-17:0)","Compound"
"35645","TG(i-20:0/i-19:0/15:0)","Compound"
"35646","TG(20:0/i-18:0/a-17:0)","Compound"
"35647","TG(20:0/i-13:0/15:0)","Compound"
"35648","TG(20:0/12:0/i-17:0)","Compound"
"35649","TG(i-20:0/10:0/22:0)","Compound"
"35650","TG(i-20:0/i-20:0/12:0)","Compound"
"35651","TG(20:0/i-19:0/a-21:0)","Compound"
"35652","TG(20:0/i-14:0/i-16:0)","Compound"
"35653","TG(19:0/i-21:0/10:0)","Compound"
"35654","TG(20:0/a-15:0/14:0)","Compound"
"35655","TG(19:0/20:0/21:0)","Compound"
"35656","TG(19:0/19:0/22:0)","Compound"
"35657","TG(i-20:0/i-16:0/i-12:0)","Compound"
"35658","TG(i-20:0/16:0/12:0)","Compound"
"35659","TG(19:0/22:0/10:0)","Compound"
"35660","TG(i-20:0/17:0/i-13:0)","Compound"
"35661","TG(i-20:0/17:0/19:0)","Compound"
"35662","TG(20:0/16:0/a-15:0)","Compound"
"35663","TG(19:0/i-22:0/i-12:0)","Compound"
"35664","TG(20:0/i-12:0/i-20:0)","Compound"
"35665","TG(20:0/15:0/a-25:0)","Compound"
"35666","TG(i-20:0/a-15:0/i-19:0)","Compound"
"35667","TG(i-19:0/i-24:0/i-16:0)","Compound"
"35668","TG(i-20:0/i-14:0/a-13:0)","Compound"
"35669","TG(i-20:0/a-17:0/8:0)","Compound"
"35670","TG(20:0/8:0/16:0)","Compound"
"35671","TG(20:0/18:0/i-15:0)","Compound"
"35672","TG(20:0/17:0/21:0)","Compound"
"35673","TG(i-20:0/i-15:0/16:0)","Compound"
"35674","TG(20:0/i-12:0/21:0)","Compound"
"35675","TG(i-20:0/10:0/a-15:0)","Compound"
"35676","TG(20:0/18:0/i-22:0)","Compound"
"35677","TG(i-20:0/i-16:0/i-22:0)","Compound"
"35678","TG(i-20:0/i-15:0/i-21:0)","Compound"
"35679","TG(20:0/a-15:0/a-15:0)","Compound"
"35680","TG(i-19:0/i-21:0/i-21:0)","Compound"
"35681","TG(19:0/22:0/18:0)","Compound"
"35682","TG(i-20:0/19:0/i-22:0)","Compound"
"35683","TG(i-19:0/a-21:0/i-13:0)","Compound"
"35684","TG(i-20:0/14:0/a-21:0)","Compound"
"35685","TG(20:0/i-16:0/13:0)","Compound"
"35686","TG(20:0/i-12:0/i-13:0)","Compound"
"35687","TG(20:0/13:0/22:0)","Compound"
"35688","TG(20:0/15:0/17:0)","Compound"
"35689","TG(i-19:0/21:0/20:0)","Compound"
"35690","TG(i-20:0/14:0/15:0)","Compound"
"35691","TG(i-19:0/21:0/14:0)","Compound"
"35692","TG(20:0/i-15:0/15:0)","Compound"
"35693","TG(i-20:0/i-14:0/i-24:0)","Compound"
"35694","TG(19:0/i-20:0/20:0)","Compound"
"35695","TG(20:0/20:0/a-13:0)","Compound"
"35696","TG(i-19:0/i-22:0/i-15:0)","Compound"
"35697","TG(20:0/8:0/i-21:0)","Compound"
"35698","TG(20:0/a-13:0/16:0)","Compound"
"35699","TG(i-20:0/i-13:0/13:0)","Compound"
"35700","TG(20:0/16:0/8:0)","Compound"
"35701","TG(20:0/i-14:0/a-13:0)","Compound"
"35702","TG(20:0/16:0/i-13:0)","Compound"
"35703","TG(20:0/i-16:0/16:0)","Compound"
"35704","TG(20:0/15:0/a-13:0)","Compound"
"35705","TG(20:0/8:0/15:0)","Compound"
"35706","TG(19:0/21:0/i-19:0)","Compound"
"35707","TG(i-19:0/a-25:0/18:0)","Compound"
"35708","TG(i-20:0/i-13:0/i-16:0)","Compound"
"35709","TG(20:0/i-14:0/16:0)","Compound"
"35710","TG(19:0/i-21:0/a-17:0)","Compound"
"35711","TG(19:0/i-24:0/i-12:0)","Compound"
"35712","TG(20:0/19:0/17:0)","Compound"
"35713","TG(19:0/22:0/13:0)","Compound"
"35714","TG(19:0/a-25:0/i-18:0)","Compound"
"35715","TG(i-19:0/i-21:0/a-21:0)","Compound"
"35716","TG(20:0/18:0/8:0)","Compound"
"35717","TG(i-20:0/i-17:0/a-25:0)","Compound"
"35718","TG(i-20:0/i-14:0/i-16:0)","Compound"
"35719","TG(i-19:0/22:0/i-20:0)","Compound"
"35720","TG(i-20:0/16:0/8:0)","Compound"
"35721","TG(i-20:0/12:0/a-15:0)","Compound"
"35722","TG(19:0/a-25:0/a-21:0)","Compound"
"35723","TG(20:0/a-17:0/21:0)","Compound"
"35724","TG(20:0/14:0/16:0)","Compound"
"35725","TG(i-20:0/8:0/i-13:0)","Compound"
"35726","TG(20:0/i-15:0/i-14:0)","Compound"
"35727","TG(20:0/i-12:0/a-21:0)","Compound"
"35728","TG(20:0/i-20:0/12:0)","Compound"
"35729","TG(i-20:0/i-19:0/20:0)","Compound"
"35730","TG(i-20:0/15:0/i-21:0)","Compound"
"35731","TG(20:0/12:0/19:0)","Compound"
"35732","TG(i-20:0/8:0/15:0)","Compound"
"35733","TG(20:0/17:0/13:0)","Compound"
"35734","TG(19:0/19:0/i-24:0)","Compound"
"35735","TG(i-20:0/19:0/14:0)","Compound"
"35736","TG(i-19:0/22:0/a-25:0)","Compound"
"35737","TG(i-20:0/18:0/20:0)","Compound"
"35738","TG(i-20:0/i-18:0/21:0)","Compound"
"35739","TG(i-20:0/8:0/20:0)","Compound"
"35740","TG(20:0/10:0/16:0)","Compound"
"35741","TG(20:0/i-13:0/i-24:0)","Compound"
"35742","TG(i-19:0/i-22:0/i-14:0)","Compound"
"35743","TG(20:0/a-13:0/i-19:0)","Compound"
"35744","TG(20:0/8:0/a-15:0)","Compound"
"35745","TG(i-20:0/14:0/13:0)","Compound"
"35746","TG(i-20:0/20:0/a-13:0)","Compound"
"35747","TG(i-19:0/i-19:0/a-21:0)","Compound"
"35748","TG(i-20:0/i-19:0/i-13:0)","Compound"
"35749","TG(20:0/12:0/a-15:0)","Compound"
"35750","TG(20:0/16:0/a-17:0)","Compound"
"35751","TG(i-19:0/21:0/i-12:0)","Compound"
"35752","TG(i-20:0/a-13:0/i-17:0)","Compound"
"35753","TG(i-20:0/15:0/22:0)","Compound"
"35754","TG(19:0/i-24:0/17:0)","Compound"
"35755","TG(i-20:0/i-12:0/i-12:0)","Compound"
"35756","TG(20:0/15:0/i-15:0)","Compound"
"35757","TG(i-19:0/i-24:0/a-17:0)","Compound"
"35758","TG(i-20:0/15:0/i-14:0)","Compound"
"35759","TG(i-20:0/8:0/22:0)","Compound"
"35760","TG(20:0/i-14:0/a-25:0)","Compound"
"35761","TG(20:0/i-18:0/i-21:0)","Compound"
"35762","TG(19:0/i-22:0/i-17:0)","Compound"
"35763","TG(i-20:0/19:0/i-17:0)","Compound"
"35764","TG(i-19:0/i-21:0/i-24:0)","Compound"
"35765","TG(20:0/i-15:0/i-24:0)","Compound"
"35766","TG(i-20:0/8:0/i-21:0)","Compound"
"35767","TG(i-20:0/i-17:0/i-21:0)","Compound"
"35768","TG(19:0/i-24:0/i-20:0)","Compound"
"35769","TG(i-20:0/i-20:0/16:0)","Compound"
"35770","TG(i-20:0/i-14:0/18:0)","Compound"
"35771","TG(19:0/22:0/i-15:0)","Compound"
"35772","TG(i-20:0/i-20:0/i-13:0)","Compound"
"35773","TG(i-20:0/i-13:0/a-13:0)","Compound"
"35774","TG(i-19:0/i-21:0/15:0)","Compound"
"35775","TG(20:0/20:0/i-13:0)","Compound"
"35776","TG(20:0/10:0/14:0)","Compound"
"35777","TG(20:0/16:0/i-22:0)","Compound"
"35778","TG(20:0/14:0/a-17:0)","Compound"
"35779","TG(20:0/a-13:0/22:0)","Compound"
"35780","TG(i-20:0/i-12:0/10:0)","Compound"
"35781","TG(i-19:0/i-22:0/18:0)","Compound"
"35782","TG(i-19:0/i-21:0/19:0)","Compound"
"35783","TG(20:0/12:0/a-25:0)","Compound"
"35784","TG(i-20:0/i-17:0/a-21:0)","Compound"
"35785","TG(20:0/14:0/14:0)","Compound"
"35786","TG(20:0/10:0/15:0)","Compound"
"35787","TG(19:0/i-22:0/a-13:0)","Compound"
"35788","TG(i-19:0/21:0/a-13:0)","Compound"
"35789","TG(20:0/a-17:0/i-17:0)","Compound"
"35790","TG(i-20:0/i-13:0/18:0)","Compound"
"35791","TG(19:0/22:0/i-18:0)","Compound"
"35792","TG(i-20:0/i-17:0/i-17:0)","Compound"
"35793","TG(20:0/14:0/i-18:0)","Compound"
"35794","TG(20:0/17:0/i-18:0)","Compound"
"35795","TG(i-20:0/i-20:0/i-16:0)","Compound"
"35796","TG(i-20:0/15:0/17:0)","Compound"
"35797","TG(20:0/19:0/13:0)","Compound"
"35798","TG(19:0/a-21:0/22:0)","Compound"
"35799","TG(i-20:0/a-17:0/i-12:0)","Compound"
"35800","TG(i-19:0/a-21:0/i-14:0)","Compound"
"35801","TG(20:0/i-17:0/a-21:0)","Compound"
"35802","TG(i-20:0/i-15:0/i-24:0)","Compound"
"35803","TG(20:0/i-16:0/i-22:0)","Compound"
"35804","TG(i-20:0/17:0/i-14:0)","Compound"
"35805","TG(i-20:0/a-17:0/17:0)","Compound"
"35806","TG(i-20:0/i-14:0/i-22:0)","Compound"
"35807","TG(19:0/i-20:0/i-22:0)","Compound"
"35808","TG(i-20:0/i-18:0/19:0)","Compound"
"35809","TG(i-20:0/i-14:0/13:0)","Compound"
"35810","TG(i-20:0/17:0/i-18:0)","Compound"
"35811","TG(i-19:0/i-24:0/a-13:0)","Compound"
"35812","TG(20:0/i-14:0/22:0)","Compound"
"35813","TG(i-20:0/14:0/i-15:0)","Compound"
"35814","TG(20:0/a-13:0/21:0)","Compound"
"35815","TG(20:0/i-15:0/18:0)","Compound"
"35816","TG(20:0/i-13:0/i-22:0)","Compound"
"35817","TG(19:0/20:0/i-24:0)","Compound"
"35818","TG(i-20:0/18:0/21:0)","Compound"
"35819","TG(i-19:0/22:0/19:0)","Compound"
"35820","TG(i-20:0/a-17:0/i-22:0)","Compound"
"35821","TG(20:0/15:0/i-20:0)","Compound"
"35822","TG(i-20:0/a-17:0/22:0)","Compound"
"35823","TG(19:0/21:0/17:0)","Compound"
"35824","TG(20:0/a-17:0/18:0)","Compound"
"35825","TG(i-20:0/i-15:0/i-22:0)","Compound"
"35826","TG(20:0/12:0/16:0)","Compound"
"35827","TG(20:0/19:0/a-17:0)","Compound"
"35828","TG(i-20:0/i-16:0/13:0)","Compound"
"35829","TG(20:0/14:0/a-25:0)","Compound"
"35830","TG(i-20:0/8:0/i-15:0)","Compound"
"35831","TG(i-20:0/i-13:0/i-14:0)","Compound"
"35832","TG(i-20:0/i-12:0/a-17:0)","Compound"
"35833","TG(i-19:0/i-22:0/i-20:0)","Compound"
"35834","TG(20:0/10:0/i-17:0)","Compound"
"35835","TG(i-20:0/a-17:0/a-17:0)","Compound"
"35836","TG(19:0/a-21:0/i-14:0)","Compound"
"35837","TG(20:0/17:0/22:0)","Compound"
"35838","TG(20:0/a-15:0/i-21:0)","Compound"
"35839","TG(i-20:0/13:0/15:0)","Compound"
"35840","TG(i-20:0/a-13:0/a-25:0)","Compound"
"35841","TG(i-20:0/i-18:0/22:0)","Compound"
"35842","TG(i-19:0/21:0/i-24:0)","Compound"
"35843","TG(i-20:0/i-18:0/i-12:0)","Compound"
"35844","TG(20:0/i-13:0/i-12:0)","Compound"
"35845","TG(i-19:0/a-21:0/10:0)","Compound"
"35846","TG(i-20:0/15:0/a-17:0)","Compound"
"35847","TG(20:0/i-20:0/14:0)","Compound"
"35848","TG(i-19:0/a-25:0/19:0)","Compound"
"35849","TG(20:0/16:0/15:0)","Compound"
"35850","TG(19:0/i-21:0/i-21:0)","Compound"
"35851","TG(i-20:0/18:0/8:0)","Compound"
"35852","TG(i-20:0/i-12:0/i-22:0)","Compound"
"35853","TG(20:0/14:0/i-19:0)","Compound"
"35854","TG(i-20:0/i-18:0/i-16:0)","Compound"
"35855","TG(20:0/i-13:0/a-13:0)","Compound"
"35856","TG(i-20:0/19:0/i-19:0)","Compound"
"35857","TG(i-20:0/i-13:0/19:0)","Compound"
"35858","TG(20:0/8:0/i-20:0)","Compound"
"35859","TG(20:0/12:0/i-20:0)","Compound"
"35860","TG(i-20:0/13:0/20:0)","Compound"
"35861","TG(i-20:0/8:0/16:0)","Compound"
"35862","TG(20:0/13:0/i-22:0)","Compound"
"35863","TG(i-20:0/a-15:0/i-22:0)","Compound"
"35864","TG(20:0/i-14:0/i-13:0)","Compound"
"35865","TG(i-19:0/22:0/8:0)","Compound"
"35866","TG(i-20:0/i-19:0/i-17:0)","Compound"
"35867","TG(i-20:0/16:0/i-19:0)","Compound"
"35868","TG(20:0/18:0/i-12:0)","Compound"
"35869","TG(20:0/12:0/i-18:0)","Compound"
"35870","TG(20:0/i-14:0/8:0)","Compound"
"35871","TG(20:0/i-18:0/10:0)","Compound"
"35872","TG(i-20:0/17:0/13:0)","Compound"
"35873","TG(20:0/i-17:0/15:0)","Compound"
"35874","TG(i-19:0/a-21:0/a-21:0)","Compound"
"35875","TG(i-20:0/12:0/15:0)","Compound"
"35876","TG(20:0/i-15:0/i-13:0)","Compound"
"35877","TG(20:0/14:0/13:0)","Compound"
"35878","TG(20:0/12:0/i-24:0)","Compound"
"35879","TG(i-20:0/14:0/a-13:0)","Compound"
"35880","TG(20:0/i-15:0/13:0)","Compound"
"35881","TG(20:0/i-18:0/17:0)","Compound"
"35882","TG(20:0/i-18:0/i-15:0)","Compound"
"35883","TG(20:0/17:0/8:0)","Compound"
"35884","TG(20:0/i-12:0/a-17:0)","Compound"
"35885","TG(20:0/17:0/i-16:0)","Compound"
"35886","TG(i-20:0/a-13:0/i-16:0)","Compound"
"35887","TG(i-20:0/15:0/21:0)","Compound"
"35888","TG(20:0/10:0/i-14:0)","Compound"
"35889","TG(i-20:0/13:0/i-12:0)","Compound"
"35890","TG(i-19:0/20:0/i-20:0)","Compound"
"35891","TG(20:0/10:0/i-20:0)","Compound"
"35892","TG(i-20:0/a-15:0/a-21:0)","Compound"
"35893","TG(i-19:0/a-25:0/i-15:0)","Compound"
"35894","TG(i-20:0/i-19:0/16:0)","Compound"
"35895","TG(i-19:0/a-25:0/21:0)","Compound"
"35896","TG(20:0/12:0/18:0)","Compound"
"35897","TG(i-20:0/a-13:0/a-15:0)","Compound"
"35898","TG(19:0/i-21:0/i-17:0)","Compound"
"35899","TG(19:0/a-25:0/i-22:0)","Compound"
"35900","TG(i-20:0/10:0/14:0)","Compound"
"35901","TG(20:0/a-17:0/i-21:0)","Compound"
"35902","TG(i-20:0/8:0/a-25:0)","Compound"
"35903","TG(i-20:0/15:0/i-19:0)","Compound"
"35904","TG(20:0/17:0/18:0)","Compound"
"35905","TG(i-19:0/a-25:0/i-18:0)","Compound"
"35906","TG(20:0/15:0/a-17:0)","Compound"
"35907","TG(20:0/8:0/13:0)","Compound"
"35908","TG(20:0/i-12:0/i-19:0)","Compound"
"35909","TG(i-20:0/i-19:0/13:0)","Compound"
"35910","TG(i-20:0/i-16:0/18:0)","Compound"
"35911","TG(20:0/a-17:0/15:0)","Compound"
"35912","TG(i-20:0/i-14:0/a-21:0)","Compound"
"35913","TG(20:0/15:0/8:0)","Compound"
"35914","TG(20:0/14:0/i-12:0)","Compound"
"35915","TG(20:0/i-19:0/a-25:0)","Compound"
"35916","TG(20:0/8:0/10:0)","Compound"
"35917","TG(i-19:0/i-22:0/a-17:0)","Compound"
"35918","TG(i-20:0/i-15:0/i-17:0)","Compound"
"35919","TG(19:0/22:0/i-21:0)","Compound"
"35920","TG(i-20:0/a-17:0/i-21:0)","Compound"
"35921","TG(i-19:0/i-22:0/i-12:0)","Compound"
"35922","TG(i-19:0/a-21:0/20:0)","Compound"
"35923","TG(i-20:0/i-12:0/18:0)","Compound"
"35924","TG(19:0/22:0/16:0)","Compound"
"35925","TG(20:0/i-17:0/i-14:0)","Compound"
"35926","TG(i-19:0/i-24:0/12:0)","Compound"
"35927","TG(20:0/13:0/i-17:0)","Compound"
"35928","TG(20:0/i-19:0/i-13:0)","Compound"
"35929","TG(i-20:0/14:0/14:0)","Compound"
"35930","TG(19:0/22:0/i-24:0)","Compound"
"35931","TG(20:0/19:0/i-22:0)","Compound"
"35932","TG(20:0/14:0/18:0)","Compound"
"35933","TG(19:0/i-22:0/20:0)","Compound"
"35934","TG(19:0/i-21:0/i-22:0)","Compound"
"35935","TG(i-20:0/10:0/16:0)","Compound"
"35936","TG(19:0/a-25:0/a-17:0)","Compound"
"35937","TG(i-20:0/i-19:0/a-15:0)","Compound"
"35938","TG(20:0/i-12:0/17:0)","Compound"
"35939","TG(i-20:0/17:0/8:0)","Compound"
"35940","TG(i-20:0/14:0/a-15:0)","Compound"
"35941","TG(i-19:0/i-21:0/i-17:0)","Compound"
"35942","TG(i-20:0/17:0/12:0)","Compound"
"35943","TG(19:0/21:0/a-21:0)","Compound"
"35944","TG(20:0/13:0/i-15:0)","Compound"
"35945","TG(19:0/a-21:0/i-21:0)","Compound"
"35946","TG(19:0/i-20:0/a-21:0)","Compound"
"35947","TG(i-20:0/i-15:0/a-13:0)","Compound"
"35948","TG(i-19:0/a-25:0/12:0)","Compound"
"35949","TG(i-20:0/19:0/a-15:0)","Compound"
"35950","TG(i-20:0/18:0/22:0)","Compound"
"35951","TG(i-20:0/19:0/a-13:0)","Compound"
"35952","TG(20:0/i-19:0/i-14:0)","Compound"
"35953","TG(20:0/i-15:0/i-22:0)","Compound"
"35954","TG(20:0/a-15:0/18:0)","Compound"
"35955","TG(i-20:0/i-17:0/i-18:0)","Compound"
"35956","TG(i-20:0/19:0/i-16:0)","Compound"
"35957","TG(20:0/i-12:0/15:0)","Compound"
"35958","TG(20:0/i-19:0/18:0)","Compound"
"35959","TG(20:0/i-15:0/17:0)","Compound"
"35960","TG(20:0/i-15:0/i-12:0)","Compound"
"35961","TG(20:0/15:0/i-19:0)","Compound"
"35962","TG(i-20:0/15:0/10:0)","Compound"
"35963","TG(i-20:0/16:0/14:0)","Compound"
"35964","TG(i-19:0/i-22:0/i-13:0)","Compound"
"35965","TG(i-19:0/22:0/10:0)","Compound"
"35966","TG(i-19:0/22:0/22:0)","Compound"
"35967","TG(20:0/i-12:0/i-17:0)","Compound"
"35968","TG(20:0/17:0/i-22:0)","Compound"
"35969","TG(20:0/a-17:0/i-22:0)","Compound"
"35970","TG(i-19:0/22:0/i-13:0)","Compound"
"35971","TG(i-20:0/18:0/12:0)","Compound"
"35972","TG(i-20:0/17:0/i-15:0)","Compound"
"35973","TG(19:0/i-22:0/10:0)","Compound"
"35974","TG(20:0/12:0/i-22:0)","Compound"
"35975","TG(i-19:0/21:0/i-15:0)","Compound"
"35976","TG(20:0/i-14:0/21:0)","Compound"
"35977","TG(i-20:0/i-15:0/i-18:0)","Compound"
"35978","TG(i-20:0/15:0/i-15:0)","Compound"
"35979","TG(i-20:0/12:0/16:0)","Compound"
"35980","TG(i-20:0/a-15:0/19:0)","Compound"
"35981","TG(i-19:0/21:0/17:0)","Compound"
"35982","TG(i-20:0/i-12:0/16:0)","Compound"
"35983","TG(i-20:0/i-19:0/14:0)","Compound"
"35984","TG(i-20:0/8:0/a-13:0)","Compound"
"35985","TG(19:0/21:0/20:0)","Compound"
"35986","TG(i-20:0/16:0/i-14:0)","Compound"
"35987","TG(20:0/a-13:0/a-15:0)","Compound"
"35988","TG(20:0/10:0/i-15:0)","Compound"
"35989","TG(20:0/a-15:0/i-13:0)","Compound"
"35990","TG(20:0/10:0/21:0)","Compound"
"35991","TG(i-20:0/i-15:0/8:0)","Compound"
"35992","TG(i-20:0/i-13:0/a-21:0)","Compound"
"35993","TG(i-19:0/i-24:0/21:0)","Compound"
"35994","TG(i-20:0/i-17:0/15:0)","Compound"
"35995","TG(19:0/i-21:0/16:0)","Compound"
"35996","TG(19:0/21:0/8:0)","Compound"
"35997","TG(20:0/17:0/16:0)","Compound"
"35998","TG(20:0/16:0/12:0)","Compound"
"35999","TG(19:0/i-21:0/i-16:0)","Compound"
"36000","TG(20:0/i-15:0/21:0)","Compound"
"36001","TG(20:0/i-13:0/a-17:0)","Compound"
"36002","TG(20:0/15:0/i-12:0)","Compound"
"36003","TG(i-20:0/i-18:0/i-15:0)","Compound"
"36004","TG(i-20:0/i-12:0/15:0)","Compound"
"36005","TG(i-20:0/13:0/a-13:0)","Compound"
"36006","TG(20:0/i-20:0/i-13:0)","Compound"
"36007","TG(i-19:0/a-21:0/19:0)","Compound"
"36008","TG(20:0/a-13:0/10:0)","Compound"
"36009","TG(20:0/i-15:0/i-21:0)","Compound"
"36010","TG(i-20:0/16:0/a-15:0)","Compound"
"36011","TG(i-20:0/i-17:0/i-13:0)","Compound"
"36012","TG(20:0/8:0/i-15:0)","Compound"
"36013","TG(19:0/i-22:0/i-18:0)","Compound"
"36014","TG(i-19:0/20:0/a-25:0)","Compound"
"36015","TG(i-19:0/22:0/17:0)","Compound"
"36016","TG(20:0/i-20:0/a-15:0)","Compound"
"36017","TG(i-20:0/a-15:0/8:0)","Compound"
"36018","TG(19:0/i-21:0/14:0)","Compound"
"36019","TG(20:0/15:0/i-24:0)","Compound"
"36020","TG(20:0/i-19:0/i-15:0)","Compound"
"36021","TG(i-20:0/16:0/10:0)","Compound"
"36022","TG(i-20:0/16:0/20:0)","Compound"
"36023","TG(i-19:0/a-21:0/i-18:0)","Compound"
"36024","TG(20:0/19:0/10:0)","Compound"
"36025","TG(20:0/16:0/i-20:0)","Compound"
"36026","TG(20:0/20:0/17:0)","Compound"
"36027","TG(i-20:0/i-12:0/21:0)","Compound"
"36028","TG(i-20:0/14:0/i-22:0)","Compound"
"36029","TG(20:0/15:0/i-16:0)","Compound"
"36030","TG(i-20:0/i-13:0/i-24:0)","Compound"
"36031","TG(i-20:0/18:0/i-15:0)","Compound"
"36032","TG(i-20:0/17:0/i-19:0)","Compound"
"36033","TG(20:0/i-15:0/i-18:0)","Compound"
"36034","TG(i-20:0/i-15:0/i-13:0)","Compound"
"36035","TG(i-19:0/a-21:0/i-16:0)","Compound"
"36036","TG(20:0/10:0/i-22:0)","Compound"
"36037","TG(20:0/12:0/17:0)","Compound"
"36038","TG(20:0/8:0/i-19:0)","Compound"
"36039","TG(i-19:0/21:0/18:0)","Compound"
"36040","TG(i-20:0/a-13:0/16:0)","Compound"
"36041","TG(20:0/i-14:0/i-18:0)","Compound"
"36042","TG(20:0/8:0/i-12:0)","Compound"
"36043","TG(i-20:0/a-13:0/20:0)","Compound"
"36044","TG(20:0/i-17:0/i-20:0)","Compound"
"36045","TG(i-20:0/10:0/17:0)","Compound"
"36046","TG(19:0/a-21:0/20:0)","Compound"
